Number of features is: 3708
Feature at octave: 0, level: 1, x coordinate: 166, y coordinate: 861
Feature at octave: 0, level: 1, x coordinate: 167, y coordinate: 282
Feature at octave: 0, level: 1, x coordinate: 167, y coordinate: 578
Feature at octave: 0, level: 1, x coordinate: 168, y coordinate: 73
Feature at octave: 0, level: 1, x coordinate: 168, y coordinate: 584
Feature at octave: 0, level: 1, x coordinate: 168, y coordinate: 712
Feature at octave: 0, level: 1, x coordinate: 169, y coordinate: 590
Feature at octave: 0, level: 1, x coordinate: 169, y coordinate: 683
Feature at octave: 0, level: 1, x coordinate: 169, y coordinate: 831
Feature at octave: 0, level: 1, x coordinate: 169, y coordinate: 886
Feature at octave: 0, level: 1, x coordinate: 169, y coordinate: 917
Feature at octave: 0, level: 1, x coordinate: 170, y coordinate: 37
Feature at octave: 0, level: 1, x coordinate: 170, y coordinate: 757
Feature at octave: 0, level: 1, x coordinate: 171, y coordinate: 93
Feature at octave: 0, level: 1, x coordinate: 172, y coordinate: 178
Feature at octave: 0, level: 1, x coordinate: 172, y coordinate: 840
Feature at octave: 0, level: 1, x coordinate: 172, y coordinate: 902
Feature at octave: 0, level: 1, x coordinate: 173, y coordinate: 46
Feature at octave: 0, level: 1, x coordinate: 173, y coordinate: 979
Feature at octave: 0, level: 1, x coordinate: 174, y coordinate: 134
Feature at octave: 0, level: 1, x coordinate: 175, y coordinate: 563
Feature at octave: 0, level: 1, x coordinate: 176, y coordinate: 100
Feature at octave: 0, level: 1, x coordinate: 176, y coordinate: 595
Feature at octave: 0, level: 1, x coordinate: 176, y coordinate: 757
Feature at octave: 0, level: 1, x coordinate: 177, y coordinate: 12
Feature at octave: 0, level: 1, x coordinate: 177, y coordinate: 184
Feature at octave: 0, level: 1, x coordinate: 177, y coordinate: 802
Feature at octave: 0, level: 1, x coordinate: 178, y coordinate: 169
Feature at octave: 0, level: 1, x coordinate: 178, y coordinate: 552
Feature at octave: 0, level: 1, x coordinate: 178, y coordinate: 713
Feature at octave: 0, level: 1, x coordinate: 178, y coordinate: 860
Feature at octave: 0, level: 1, x coordinate: 178, y coordinate: 879
Feature at octave: 0, level: 1, x coordinate: 178, y coordinate: 905
Feature at octave: 0, level: 1, x coordinate: 179, y coordinate: 310
Feature at octave: 0, level: 1, x coordinate: 179, y coordinate: 398
Feature at octave: 0, level: 1, x coordinate: 179, y coordinate: 462
Feature at octave: 0, level: 1, x coordinate: 180, y coordinate: 324
Feature at octave: 0, level: 1, x coordinate: 180, y coordinate: 774
Feature at octave: 0, level: 1, x coordinate: 180, y coordinate: 834
Feature at octave: 0, level: 1, x coordinate: 180, y coordinate: 911
Feature at octave: 0, level: 1, x coordinate: 180, y coordinate: 941
Feature at octave: 0, level: 1, x coordinate: 181, y coordinate: 79
Feature at octave: 0, level: 1, x coordinate: 181, y coordinate: 252
Feature at octave: 0, level: 1, x coordinate: 181, y coordinate: 600
Feature at octave: 0, level: 1, x coordinate: 181, y coordinate: 931
Feature at octave: 0, level: 1, x coordinate: 182, y coordinate: 755
Feature at octave: 0, level: 1, x coordinate: 182, y coordinate: 910
Feature at octave: 0, level: 1, x coordinate: 183, y coordinate: 24
Feature at octave: 0, level: 1, x coordinate: 183, y coordinate: 62
Feature at octave: 0, level: 1, x coordinate: 183, y coordinate: 224
Feature at octave: 0, level: 1, x coordinate: 183, y coordinate: 884
Feature at octave: 0, level: 1, x coordinate: 183, y coordinate: 893
Feature at octave: 0, level: 1, x coordinate: 184, y coordinate: 169
Feature at octave: 0, level: 1, x coordinate: 184, y coordinate: 791
Feature at octave: 0, level: 1, x coordinate: 184, y coordinate: 863
Feature at octave: 0, level: 1, x coordinate: 185, y coordinate: 473
Feature at octave: 0, level: 1, x coordinate: 185, y coordinate: 508
Feature at octave: 0, level: 1, x coordinate: 186, y coordinate: 801
Feature at octave: 0, level: 1, x coordinate: 187, y coordinate: 135
Feature at octave: 0, level: 1, x coordinate: 187, y coordinate: 575
Feature at octave: 0, level: 1, x coordinate: 187, y coordinate: 603
Feature at octave: 0, level: 1, x coordinate: 187, y coordinate: 819
Feature at octave: 0, level: 1, x coordinate: 188, y coordinate: 424
Feature at octave: 0, level: 1, x coordinate: 188, y coordinate: 658
Feature at octave: 0, level: 1, x coordinate: 188, y coordinate: 726
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 12
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 372
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 412
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 840
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 886
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 930
Feature at octave: 0, level: 1, x coordinate: 189, y coordinate: 962
Feature at octave: 0, level: 1, x coordinate: 190, y coordinate: 115
Feature at octave: 0, level: 1, x coordinate: 190, y coordinate: 462
Feature at octave: 0, level: 1, x coordinate: 191, y coordinate: 286
Feature at octave: 0, level: 1, x coordinate: 191, y coordinate: 540
Feature at octave: 0, level: 1, x coordinate: 191, y coordinate: 782
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 83
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 359
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 572
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 630
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 875
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 938
Feature at octave: 0, level: 1, x coordinate: 193, y coordinate: 989
Feature at octave: 0, level: 1, x coordinate: 194, y coordinate: 397
Feature at octave: 0, level: 1, x coordinate: 194, y coordinate: 1006
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 434
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 489
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 496
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 528
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 571
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 947
Feature at octave: 0, level: 1, x coordinate: 195, y coordinate: 968
Feature at octave: 0, level: 1, x coordinate: 196, y coordinate: 259
Feature at octave: 0, level: 1, x coordinate: 196, y coordinate: 376
Feature at octave: 0, level: 1, x coordinate: 196, y coordinate: 441
Feature at octave: 0, level: 1, x coordinate: 196, y coordinate: 757
Feature at octave: 0, level: 1, x coordinate: 197, y coordinate: 1013
Feature at octave: 0, level: 1, x coordinate: 198, y coordinate: 475
Feature at octave: 0, level: 1, x coordinate: 198, y coordinate: 728
Feature at octave: 0, level: 1, x coordinate: 198, y coordinate: 781
Feature at octave: 0, level: 1, x coordinate: 198, y coordinate: 985
Feature at octave: 0, level: 1, x coordinate: 198, y coordinate: 1001
Feature at octave: 0, level: 1, x coordinate: 199, y coordinate: 611
Feature at octave: 0, level: 1, x coordinate: 199, y coordinate: 620
Feature at octave: 0, level: 1, x coordinate: 199, y coordinate: 632
Feature at octave: 0, level: 1, x coordinate: 199, y coordinate: 878
Feature at octave: 0, level: 1, x coordinate: 199, y coordinate: 1003
Feature at octave: 0, level: 1, x coordinate: 200, y coordinate: 409
Feature at octave: 0, level: 1, x coordinate: 200, y coordinate: 535
Feature at octave: 0, level: 1, x coordinate: 200, y coordinate: 938
Feature at octave: 0, level: 1, x coordinate: 201, y coordinate: 321
Feature at octave: 0, level: 1, x coordinate: 201, y coordinate: 346
Feature at octave: 0, level: 1, x coordinate: 201, y coordinate: 774
Feature at octave: 0, level: 1, x coordinate: 202, y coordinate: 218
Feature at octave: 0, level: 1, x coordinate: 202, y coordinate: 927
Feature at octave: 0, level: 1, x coordinate: 203, y coordinate: 307
Feature at octave: 0, level: 1, x coordinate: 203, y coordinate: 359
Feature at octave: 0, level: 1, x coordinate: 204, y coordinate: 257
Feature at octave: 0, level: 1, x coordinate: 204, y coordinate: 497
Feature at octave: 0, level: 1, x coordinate: 204, y coordinate: 959
Feature at octave: 0, level: 1, x coordinate: 205, y coordinate: 225
Feature at octave: 0, level: 1, x coordinate: 205, y coordinate: 470
Feature at octave: 0, level: 1, x coordinate: 205, y coordinate: 725
Feature at octave: 0, level: 1, x coordinate: 205, y coordinate: 879
Feature at octave: 0, level: 1, x coordinate: 206, y coordinate: 419
Feature at octave: 0, level: 1, x coordinate: 206, y coordinate: 664
Feature at octave: 0, level: 1, x coordinate: 207, y coordinate: 231
Feature at octave: 0, level: 1, x coordinate: 207, y coordinate: 718
Feature at octave: 0, level: 1, x coordinate: 207, y coordinate: 914
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 138
